Hugo_Symbol,mean,sd
CT45A2,5.328953,0.13249741
CT45A3,5.691478,0.59463346
CT45A5,5.3336554,0.34484372
CT45A6,5.5351963,0.668995
CT47A1,5.312955,0.15783325
CT47A6,5.4974236,0.15570472
CT47A7,5.60378,0.1486963
CT47B1,5.219347,0.13855207
CT62,5.535463,0.17054364
CTAG1B,5.554473,0.20906353
CTAG2,5.522369,0.46697953
CTAGE1,5.2845054,0.13712692
CTAGE10P,5.423921,0.124981806
CTAGE15,5.4961033,0.1451846
CTAGE6,6.290304,0.50090486
CTBP1,6.1844635,0.39730313
CTBP2,5.8777647,0.3299403
CTBS,8.045685,0.44413358
CTCF,7.812093,0.32828102
CTCFL,5.3236394,0.20292519
CTDP1,6.1078897,0.319567
CTDSP1,8.797427,0.37969103
CTDSP2,9.708634,0.40593386
CTDSPL,9.121587,0.5715152
CTDSPL2,6.541767,0.27613834
CTF1,5.97299,0.37439927
CTH,6.0772552,0.40879983
CTHRC1,8.018714,1.2059269
CTLA4,6.234611,0.6402347
CTNNA1,10.35839,0.5109372
CTNNA2,5.3651805,0.23051433
CTNNA3,5.2704244,0.13907586
CTNNAL1,6.7640767,0.5352219
CTNNB1,8.4551325,0.6657382
CTNNBIP1,7.4743996,0.50843483
CTNNBL1,8.216282,0.39279696
CTNND1,6.4228263,0.4122647
CTNND2,5.7391944,0.42530498
CTNS,7.726255,0.34667942
CTPS2,9.075726,0.66062355
CTR9,6.892005,0.40650877
CTRB2,5.3145695,0.16136438
CTRC,6.3162775,0.29800737
CTRL,5.624293,0.25636563
CTSA,8.927315,0.49979037
CTSB,9.932575,0.6843197
CTSC,8.508054,0.94819236
CTSD,9.754407,0.86583656
CTSE,6.0414753,0.23479438
CTSF,7.8616204,0.65950996
CTSG,7.0505576,1.2262914
CTSH,10.890109,0.6370185
CTSK,10.12013,1.0828156
CTSO,7.98347,0.69310606
CTSS,6.3809257,0.5552469
CTSW,5.9074917,0.4560507
CTSZ,8.170904,0.63219744
CTTN,10.03635,0.6534603
CTTNBP2,5.393978,0.19331598
CTTNBP2NL,5.8234797,0.1762398
CTU1,6.0293293,0.23694453
CTU2,5.9055324,0.24242496
CTXN1,9.649377,0.94903064
CTXN3,5.227278,0.15175484
CUBN,5.5532966,0.20906962
CUEDC1,9.338772,0.8491131
CUEDC2,9.098631,0.37198958
CUL1,7.7738986,0.330367
CUL2,8.370364,0.356332
CUL3,5.4610124,0.16387944
CUL4A,7.5671053,0.5716646
CUL4B,6.9497995,0.31671292
CUL5,8.199823,0.49897185
CUL7,5.9931316,0.23990434
CUL9,6.283152,0.32744953
CUTA,10.053313,0.4874998
CUTC,7.409122,0.37764436
CUX1,7.4055285,0.45012334
CUX2,5.4164815,0.45283774
CUZD1,5.6312184,0.17199005
CWC15,9.18097,0.39053893
CWC22,5.573227,0.29623163
CWC25,6.7811303,0.5406774
CWC27,8.168141,0.35514644
CWF19L1,8.812119,0.32807323
CWF19L2,7.03581,0.384338
CWH43,5.6074643,0.42141035
CX3CL1,7.6834064,1.1764543
CX3CR1,7.431704,1.1309749
CXADR,7.9044013,1.0450308
CXADRP2,5.472502,0.1440999
CXCL1,5.5056486,0.28503078
CXCL10,9.076287,1.5589993
CXCL11,5.9464774,0.7587838
CXCL12,9.271308,1.1664346
CXCL13,6.688053,1.3981452
CXCL14,8.31469,1.5566175
CXCL16,9.564691,0.6515554
CXCL17,5.9307137,0.786516
CXCL2,5.6557198,0.44102022
CXCL3,5.5430512,0.22317939
CXCL5,5.333268,0.3702517
CXCL6,5.586324,0.4135478
CXCL9,8.482274,1.7450136
CXCR1,5.512398,0.20885369
CXCR2,5.521099,0.13876183
CXCR2P1,5.5360174,0.2101101
CXCR3,6.1626477,0.65411216
CXCR4,8.5617895,1.152396
CXCR5,5.781283,0.7619958
CXCR6,5.930372,0.523796
CXXC1,8.915496,0.46878225
CXXC4,6.338974,0.49015194
CXXC5,10.132129,0.8191166
CXorf1,5.3810515,0.1394817
CXorf21,5.5315433,0.16627759
CXorf30,5.4936676,0.13220587
CXorf38,7.2126427,0.40074068
CXorf40A,8.407407,0.5523885
CXorf40B,7.6526856,0.61489767
CXorf56,6.3672276,0.36187145
CXorf58,5.2501216,0.13252015
CXorf65,5.5283265,0.21031849
CXorf66,5.2735114,0.15031503
CYB561,8.939606,0.73731124
CYB561D2,8.373594,0.526628
CYB5A,9.887859,1.1081222
CYB5B,9.9768505,0.3602474
CYB5D1,8.141474,0.6228713
CYB5D2,7.8776326,0.65734
CYB5R1,9.160485,0.5957016
CYB5R2,7.598197,0.8555167
CYB5R3,8.131601,0.44515154
CYB5R4,6.6980586,0.45581153
CYB5RL,7.487451,0.6376329
CYBA,10.5004015,0.85849094
CYBB,7.1634617,0.761985
CYBRD1,9.682921,1.1159056
CYC1,10.757256,0.5791204
CYCS,8.27019,0.6591119
CYFIP1,7.184639,0.39640212
CYFIP2,8.716087,0.9493306
CYGB,7.7803106,0.6757423
CYHR1,6.2614326,0.4155433
CYLC1,5.2886324,0.13074484
CYLC2,5.7313466,0.2597195
CYLD,6.3020034,0.34942508
CYMP,5.378635,0.13809708
CYP11A1,6.0302505,0.3054644
CYP11B1,5.206827,0.14538945
CYP11B2,5.434965,0.14652517
CYP17A1,5.403342,0.14684889
CYP19A1,5.5708714,0.21714316
CYP1A1,5.3733335,0.16027513
CYP1A2,5.3291984,0.12227672
CYP1B1,8.162998,1.0568528
CYP20A1,7.59584,0.37441784
CYP21A2,6.6028523,0.85501486
CYP24A1,5.3415375,0.33299667
CYP26A1,6.1436434,0.7526427
CYP26B1,6.4369035,0.7156903
CYP26C1,5.3545604,0.15924507
CYP27A1,8.386979,0.8661752
CYP27B1,5.95217,0.5254893
CYP27C1,5.5465817,0.21815823
CYP2A13,5.435395,0.13242733
CYP2A6,5.600081,1.0247421
CYP2A7,5.8025966,0.82662773
CYP2B6,5.3899674,0.16814122
CYP2C18,5.476448,0.16343473
CYP2C19,5.4197097,0.12927848
CYP2C8,5.7030897,0.4876201
CYP2C9,5.2961407,0.15206142
CYP2D6,5.434403,0.118544765
CYP2E1,5.9325795,0.45366222
CYP2F1,5.3343334,0.32698444
CYP2J2,7.856858,1.1016123
CYP2R1,7.1872535,0.40824118
CYP2S1,6.082944,0.3749116
CYP2U1,6.0643706,0.31390285
CYP2W1,5.443678,0.18788853
CYP39A1,5.666564,0.40304658
CYP3A4,5.359967,0.12094698
CYP3A43,5.3247123,0.13512354
CYP3A5,5.465792,0.28574684
CYP3A7,5.33422,0.17991713
CYP46A1,5.714765,0.31681728
CYP4A11,5.70986,0.43103877
CYP4A22,5.3253026,0.13080052
CYP4B1,6.5040426,1.1001844
CYP4F11,5.9197183,0.5693063
CYP4F12,5.815784,0.6118647
CYP4F2,5.518383,0.17279035
CYP4F22,6.2448754,1.1955295
CYP4F3,5.520325,0.33254227
CYP4F8,5.6270432,0.6574771
CYP4V2,7.852969,0.6413658
CYP4X1,8.611078,1.9267418
CYP4Z1,7.383522,1.9180528
CYP4Z2P,6.284673,0.9982665
CYP51A1,6.4247055,0.5816489
CYP7A1,5.36801,0.13798858
CYP7B1,5.426692,0.16873443
CYP8B1,5.373512,0.13236006
CYS1,5.3535495,0.13368002
CYSLTR1,6.455713,0.56523705
CYSLTR2,5.4557595,0.20131646
CYTH1,9.274997,0.5031677
CYTH2,6.9427414,0.2978672
CYTH3,6.576243,0.45441896
CYTH4,7.6664586,0.6700046
CYTIP,6.3324523,0.55206907
CYTL1,5.6551056,0.41680506
CYYR1,6.827804,0.5736539
D2HGDH,9.090365,0.7777508
DAAM1,6.8744936,0.57292444
DAAM2,6.271481,0.44035378
DAB1,5.206196,0.13209337
DAB2,9.674541,0.7033949
DAB2IP,5.7563095,0.24677823
DACH1,7.7710547,1.4087889
DACH2,5.457471,0.16516335
DACT1,6.4831486,0.54029804
DACT2,5.496279,0.31692407
DACT3,7.023827,0.55139816
DAD1,11.435034,0.56614745
DAG1,9.249994,0.47972554
DAGLA,6.059769,0.3444671
DAGLB,7.918997,0.36339596
DALRD3,7.361763,0.5769656
DAND5,5.5204334,0.19860676
DAO,5.387039,0.1458603
DAOA,5.335695,0.13048065
DAP,8.688555,0.46419677
DAP3,8.235062,0.3505819
DAPK1,6.7333827,0.56413954
DAPK2,5.7854033,0.27402735
DAPK3,6.62583,0.4358898
DAPL1,5.751753,0.7386493
DAPP1,10.964061,0.65910536
DARS2,6.781813,0.48805678
DAXX,7.463693,0.41431862
DAZ2,5.291481,0.13821296
DAZAP1,7.658817,0.3424079
DAZAP2,11.3884,0.4756624
DAZL,5.2588644,0.14477864
DBF4,5.423458,0.17379104
DBF4B,5.469288,0.16746962
DBH,5.4194045,0.18509401
DBI,8.322071,0.86892325
DBN1,8.822551,0.6518195
DBNDD1,8.436726,0.8756668
DBNDD2,11.124746,0.87017035
DBNL,8.1372385,0.3842289
DBP,6.5235744,0.44966912
DBR1,6.0440354,0.30643186
DBT,8.988878,0.44198275
DBX1,5.4308724,0.16172183
DBX2,5.4556875,0.17857383
DCAF11,7.4806414,0.43990773
DCAF12,8.650579,0.37312433
DCAF12L1,5.3950315,0.13343382
DCAF12L2,5.4428415,0.20871823
DCAF13,5.715279,0.4086946
DCAF15,6.763073,0.3615867
DCAF16,7.342743,0.40290943
DCAF17,5.8298316,0.24531804
DCAF4,7.1154795,0.46563712
DCAF4L1,5.697188,0.19099878
DCAF4L2,5.4010205,0.22820896
DCAF5,7.5077972,0.36417106
DCAF6,9.480307,0.5153124
DCAF7,7.969025,0.5718256
DCAF8L1,5.275244,0.13116425
DCAF8L2,5.3701353,0.12388701
DCAKD,9.415816,0.532787
DCBLD1,6.5129232,0.51637846
DCBLD2,7.8161435,0.5654923
DCC,5.3959694,0.13195735
DCD,6.012858,1.4890538
DCDC1,5.310742,0.12187864
DCDC2,5.6571684,0.47073892
DCDC2B,5.353739,0.14089377
DCHS1,6.3206096,0.34044683
DCHS2,5.3328214,0.16781892
DCK,7.0824857,0.5288799
DCLK1,7.70156,1.1171005
DCLK2,5.763621,0.28992677
DCLK3,5.3891726,0.13471134
DCLRE1A,6.723977,0.3268173
DCLRE1B,5.6158433,0.1905461
DCLRE1C,7.905589,0.5957262
DCN,9.503356,1.5898632
DCP1A,7.3834734,0.31613183
DCP1B,6.1382046,0.23269045
DCP2,8.261784,0.44192705
DCPS,6.6488805,0.38919774
DCST1,5.522111,0.16435243
DCST2,5.3825626,0.1617448
DCT,5.4364657,0.15329842
DCTD,9.360112,0.3745377
DCTN1,7.033279,0.36879864
DCTN2,10.287681,0.2917819
DCTN3,9.787924,0.45539984
DCTN4,7.2237086,0.5177308
DCTN5,8.659583,0.3590527
DCTN6,8.595007,0.5964479
DCTPP1,9.592285,0.6343741
DCUN1D1,6.8442545,0.36232382
DCUN1D2,6.2752056,0.35962573
DCUN1D3,7.4540167,0.372494
DCUN1D4,8.228866,0.407179
DCUN1D5,8.342631,0.6039999
DCX,5.88661,0.45010155
DCXR,9.682287,0.7094908
DDA1,9.584828,0.4409757
DDAH1,7.605654,0.60735923
DDAH2,6.364284,0.39347306
DDB1,6.2141376,0.41179782
DDB2,5.7157135,0.19810626
DDC,5.594454,0.5626444
DDHD1,5.966491,0.35659778
DDHD2,7.974187,0.7132667
DDI1,5.5009174,0.17268716
DDI2,5.5841737,0.15960012
DDIT3,7.52849,0.51073307
DDIT4,9.503356,0.94810873
DDIT4L,6.314664,0.7800991
DDN,5.4692497,0.30961558
DDO,5.48375,0.17816336
DDOST,9.1516695,0.4498641
DDR1,9.113,0.7649411
DDR2,7.8420324,0.7483205
DDRGK1,9.581786,0.49008924
DDT,10.301776,0.5757905
DDX1,10.492986,0.3688956
DDX10,7.8309736,0.39571548
DDX11,6.418852,0.5253462
DDX12,5.3744345,0.11489605
DDX12B,5.446919,0.17650464
DDX17,7.852363,0.53230554
DDX18,9.352777,0.375197
DDX19A,7.606508,0.37367284
DDX19B,6.4687777,0.40076283
DDX20,5.629336,0.21764255
DDX21,8.4543705,0.7167231
DDX23,8.466245,0.35930058
DDX24,9.121771,0.3989127
DDX25,5.3123946,0.2567866
DDX26B,5.225431,0.13182802
DDX27,7.487637,0.51037747
DDX28,6.728424,0.29772258
DDX31,6.953147,0.31946057
DDX3X,9.6923685,0.36862558
DDX3Y,5.276571,0.12490043
DDX4,5.327268,0.12649083
DDX41,8.035854,0.36877546
DDX42,9.843934,0.4010208
DDX43,5.453436,0.2744685
DDX46,7.4715977,0.3864497
DDX47,7.9305863,0.5682332
DDX49,5.933923,0.27187446
DDX5,11.741403,0.45739123
DDX50,8.018142,0.31539166
DDX51,11.217711,0.7262698
DDX52,7.4860473,0.48594877
DDX53,5.3485374,0.13256013
DDX54,6.823927,0.27580875
DDX55,8.115631,0.39387298
DDX56,9.016776,0.4291778
DDX58,6.824095,0.55439156
DDX59,7.8398356,0.38758874
DDX6,5.6937833,0.21860494
DDX60,6.970523,0.6789156
DEAF1,7.3720036,0.5118845
DECR1,9.577476,0.52364326
DECR2,8.572386,0.680243
DEDD,8.722839,0.39186102
DEDD2,8.621182,0.35623145
DEF6,7.048451,0.49956214
DEF8,6.9887357,0.55771613
DEFA4,5.578407,0.14777748
DEFA5,5.3597536,0.15054628
DEFA6,5.2141705,0.14483058
DEFB1,6.8275056,1.4809775
DEFB103A,5.511106,0.20697363
DEFB105A,5.363328,0.13766186
DEFB106A,5.2781887,0.12358893
DEFB108B,5.324404,0.14530583
DEFB110,5.3354745,0.12847345
DEFB112,5.3227587,0.12213727
DEFB114,5.2651176,0.13267049
DEFB118,5.4309926,0.13113722
DEFB119,6.1599994,0.1915145
DEFB121,5.27663,0.15304787
DEFB122,5.3918557,0.12718865
DEFB123,5.645099,0.22492509
DEFB124,5.48522,0.23569565
DEFB125,5.5707874,0.16370867
DEFB126,5.283683,0.20602934
DEFB127,5.3116713,0.11928439
DEFB128,5.144046,0.1301854
DEFB129,5.250157,0.16919786
DEFB132,5.4838066,0.18622689
DEFB134,5.244528,0.13805662
DEFB135,5.292626,0.118307106
DEFB136,5.2533565,0.12051769
DEFB4A,5.741842,0.29738566
DEGS1,8.683877,0.7851161
DEGS2,6.935845,1.0152302
DEK,8.265008,0.6885611
DELEC1,5.3029885,0.1396593
DENND1A,6.0855536,0.47318876
DENND1B,8.982186,1.0228486
DENND1C,5.6395364,0.28171587
DENND2A,6.403215,0.6249769
DENND2C,6.0215282,0.3056477
DENND2D,8.739598,0.59668124
DENND3,6.155321,0.35239306
DENND4A,6.001446,0.26802617
DENND4C,8.492334,0.5731642
DENND5A,9.081081,0.38943672
DENND5B,6.220973,0.46055362
DENR,7.841742,0.6560756
DEPDC1,5.949552,0.45216137
DEPDC1B,5.808499,0.4072715
DEPDC4,5.4050193,0.0941594
DEPDC5,6.3201337,0.2541722
DEPDC7,5.494013,0.18097249
DERA,9.767913,0.42605746
DERL1,8.692263,0.50068146
DERL2,8.071688,0.35525268
DERL3,5.906239,0.37608323
DES,5.4570107,0.20249456
DET1,6.8545656,0.34865457
DEXI,8.407281,0.48906127
DFFA,8.093835,0.5743674
DFFB,6.504107,0.35817286
DGAT1,7.6008124,0.5061134
DGAT2,6.0108395,0.45428717
DGAT2L6,5.3663263,0.12186695
DGCR2,8.248283,0.43492502
DGCR5,5.7273436,0.40802062
DGCR6,6.7537885,0.36511692
DGCR6L,10.120144,0.4672032
DGCR8,7.7326784,0.41941407
DGKA,6.7460504,0.5295088
DGKB,5.345702,0.16021022
DGKD,6.129113,0.39934915
DGKE,5.51703,0.22561076
DGKG,5.3237066,0.1591358
DGKH,5.5594163,0.19521524
DGKI,5.3761725,0.16360028
DGKK,5.3161545,0.15297095
DGKQ,7.7415986,0.41168505
DGKZ,5.4481354,0.15927449
DGUOK,7.3420186,0.31437954
DHCR24,8.405488,0.83636373
DHCR7,8.050718,0.9007821
DHDDS,7.094497,0.31094155
DHDH,6.210442,0.53381586
DHFR,13.594955,0.5089222
DHH,5.4662466,0.16708657
DHODH,5.5679803,0.19106145
DHPS,8.280645,0.44774845
DHRS1,9.188628,0.5320973
DHRS11,7.6576147,0.60783553
DHRS12,6.4822335,0.34367305
DHRS13,6.170038,0.43283573
DHRS2,6.1385922,1.3493432
DHRS3,8.520913,0.6683389
DHRS4,9.512594,0.52521634
DHRS4L1,7.610316,0.4861708
DHRS4L2,6.545617,0.46411803
DHRS7,9.969263,0.59752256
DHRS7B,7.491152,0.4382074
DHRS7C,5.44931,0.13979675
DHRS9,6.61512,0.9103645
DHRSX,6.2592454,0.34774134
DHTKD1,6.869899,0.49141753
DHX15,9.313569,0.46715403
DHX16,8.534859,0.30395776
DHX29,8.509595,0.4379501
DHX30,8.392588,0.38750914
DHX32,8.771568,0.45567343
DHX33,7.561743,0.40264606
DHX34,6.7413487,0.35899466
DHX35,6.8998413,0.26752406
DHX36,6.8395395,0.3649135
DHX37,7.733288,0.39129075
DHX38,6.639133,0.32974127
DHX40,7.3920026,0.54480124
DHX57,5.884849,0.24380715
DHX58,7.4828343,0.566547
DHX8,6.464594,0.300019
DHX9,6.979545,0.4684821
DIABLO,7.8378787,0.37140283
DIAPH1,8.96612,0.46164724
DIAPH2,7.0994883,0.5232808
DIAPH3,5.8531213,0.42969474
DICER1,7.848394,0.46971574
DIDO1,6.7697444,0.41598013
DIO1,6.4842978,1.3771448
DIO2,7.48266,0.95783716
DIO3,5.3527546,0.2019798
DIP2A,6.323055,0.36355263
DIP2B,9.013079,0.38915357
DIP2C,7.075071,0.48904267
DIRAS1,5.453886,0.22060362
DIRAS2,5.29258,0.23399054
DIRAS3,5.740261,0.42788768
DIRC1,5.374883,0.13467517
DIRC3,5.4650435,0.22503233
DIS3,5.707922,0.21217886
DIS3L,8.481687,0.43393826
DIS3L2,6.58286,0.283061
DISC1,5.7215605,0.22902939
DISC2,5.406505,0.11685168
DISP1,6.8120694,0.43624318
DISP2,5.8047466,0.5348517
DIXDC1,6.502911,0.46339932
DKC1,9.384195,0.48947114
DKFZP586I1420,7.4596367,0.52009344
DKK1,6.201327,0.98091006
DKK2,5.4938374,0.24817576
DKK3,9.227712,0.9528595
DKK4,5.413244,0.26384693
DKKL1,5.6684456,0.25279474
DLAT,7.0520215,0.36637956
DLC1,7.0047474,0.84230673
DLD,7.576841,0.57345206
DLEC1,5.556367,0.25651518
DLEU1,6.6604633,0.5047735
DLEU2,5.4665966,0.1195634
DLEU2L,5.946118,0.4144494
DLEU7,5.4252877,0.13288586
DLG1,5.4669003,0.16752876
DLG2,5.7068586,0.36017016
DLG3,6.316572,0.40871012
DLG4,6.2285867,0.45900127
DLG5,5.8877726,0.3278257
DLGAP1,5.626168,0.35686225
DLGAP2,6.0886936,0.19960693
DLGAP3,5.308918,0.13761266
DLGAP4,8.13216,0.50201005
DLGAP5,6.558437,0.6091245
DLK1,5.81492,1.2174455
DLK2,5.645786,0.4185903
DLL1,6.785828,0.5444583
DLL3,5.706615,0.65459627
DLL4,5.5037336,0.1529781
DLST,7.143218,0.32684618
DLX1,5.872656,0.71764416
DLX2,5.4172845,0.13715923
DLX3,6.161329,0.5107572
DLX4,5.339768,0.15755993
DLX5,5.8818564,0.66744983
DLX6,5.3178267,0.14510699
DMAP1,8.161862,0.42687047
DMBT1,5.5227466,0.44218537
DMBX1,5.448055,0.20616649
DMC1,10.699783,0.8383081
DMD,6.4132867,0.4101157
DMGDH,5.3491683,0.16628978
DMKN,7.306028,0.99166876
DMP1,5.2039447,0.14617808
DMPK,6.0495005,0.3327667
DMRT1,5.306572,0.21658605
DMRT2,5.6004047,0.3478496
DMRT3,5.3720784,0.19826585
DMRTA1,5.422406,0.24583341
DMRTA2,5.437042,0.19509573
DMRTB1,5.4205747,0.13071525
DMRTC1B,5.4488225,0.094211936
DMRTC2,5.3011775,0.15152721
DMTF1,7.825869,0.37846825
DMWD,6.9102073,0.48229942
DMXL1,5.3926625,0.26487648
DMXL2,6.251195,0.33197933
DNA2,6.2141886,0.2691209
DNAH1,6.318872,0.4165899
DNAH10,5.386992,0.13796455
DNAH11,5.306749,0.1856443
DNAH12,5.5297437,0.29697275
DNAH14,5.635868,0.20878983
DNAH17,5.427297,0.28845623
DNAH2,6.026474,0.5393112
DNAH3,5.3593373,0.1596312
DNAH5,5.7570753,0.21285142
DNAH6,5.845976,0.37901103
DNAH7,5.8478627,0.3609441
DNAH8,5.4563375,0.13869962
DNAH9,5.2862487,0.15646718
DNAI1,5.703886,0.4180065
DNAI2,6.013299,0.20344011
DNAJA1,10.881242,0.48636845
DNAJA2,9.597011,0.4199732
DNAJA3,9.711313,0.4336362
DNAJA4,9.119314,0.8387536
DNAJB1,8.72456,0.43338132
DNAJB11,9.446006,0.49754825
DNAJB12,6.625753,0.39925456
DNAJB13,5.4436994,0.16819018
DNAJB14,7.3400545,0.394654
DNAJB2,10.08227,0.4566423
DNAJB3,5.4456077,0.18504527
DNAJB4,5.5585585,0.31911105
DNAJB5,6.00154,0.25628912
DNAJB6,8.86145,0.69859624
DNAJB7,5.369538,0.124301545
DNAJB8,5.624843,0.1756241
DNAJB9,7.969763,0.5670323
DNAJC1,6.1661477,0.5485326
DNAJC10,8.475453,0.5306293
DNAJC11,6.0394797,0.23915263
DNAJC12,8.749003,1.760902
DNAJC13,7.279982,0.29906115
DNAJC14,7.204531,0.32629004
DNAJC15,7.630266,0.5617842
DNAJC16,5.7979817,0.18182427
DNAJC17,7.085678,0.37566242
DNAJC18,5.8745155,0.22250281
DNAJC19,7.3540897,0.58641756
DNAJC2,5.434114,0.23338988
DNAJC21,6.360227,0.32977277
DNAJC22,6.6118345,0.78554255
DNAJC24,7.0811915,0.46504882
DNAJC25,7.098943,0.32821378
DNAJC25-GNG10,5.7764187,0.25789702
DNAJC27,6.974861,0.3182325
DNAJC28,5.438633,0.16338636
DNAJC3,6.383426,0.42546797
DNAJC30,6.8391995,0.4520267
DNAJC5,6.9039116,0.39637625
DNAJC5B,5.3139434,0.18722449
DNAJC5G,5.388517,0.15347052
DNAJC6,5.439054,0.1340683
DNAJC7,8.15657,0.4069683
DNAJC8,11.075097,0.2876374
DNAJC9,9.20313,0.50453126
DNAL1,6.1457953,0.35013726
DNAL4,9.28824,0.46500933
DNALI1,7.944411,1.353904
DNASE1,5.958409,0.40514576
DNASE1L1,7.778558,0.41884512
DNASE1L2,5.859068,0.34045756
DNASE1L3,5.911616,0.5793169
DNASE2,9.525508,0.40864965
DNASE2B,5.740929,0.5805063
DND1,5.329448,0.0966677
DNER,5.415228,0.45724624
DNHD1,6.0707254,0.35178468
DNLZ,8.59112,0.49656963
DNM1,5.891723,0.4103155
DNM1L,6.63141,0.43432295
DNM2,7.850198,0.41587493
DNM3,5.786362,0.37005013
DNMBP,5.437366,0.13905564
DNMT1,10.113492,0.5359177
DNMT3A,5.715477,0.25603065
DNMT3B,6.006257,0.43752378
DNMT3L,5.2889566,0.15222147
DNPEP,6.9311852,0.35505414
DNTT,5.3661385,0.19684635
DNTTIP1,8.443532,0.37468714
DNTTIP2,5.392261,0.26223585
DOC2A,5.6494875,0.374386
DOCK1,7.436339,0.49856117
DOCK10,7.869138,0.6144414
DOCK11,7.1710286,0.595185
DOCK2,8.222773,0.7972097
DOCK3,5.3695183,0.26207066
DOCK5,5.966378,0.33043194
DOCK6,6.974846,0.44932362
DOCK7,7.5598974,0.46224046
DOCK8,6.980514,0.59571755
DOCK9,6.2162924,0.35138565
DOHH,5.996515,0.28115436
DOK1,5.5129085,0.181823
DOK2,5.8234706,0.3384595
DOK3,5.533735,0.2051551
DOK4,6.1907725,0.3526181
DOK5,5.503583,0.2469003
DOK6,5.5593176,0.20342064
DOK7,6.192119,0.44768345
DOLK,7.494171,0.3481319
DOLPP1,7.249766,0.36004984
DONSON,6.8158226,0.5228401
DOT1L,5.577761,0.18582258
DPAGT1,6.7111297,0.56530035
DPCD,8.10526,0.53213626
DPEP1,5.513067,0.1917712
DPEP2,6.3426666,0.50489557
DPEP3,5.43323,0.20109138
DPF1,5.4836526,0.17640921
DPF2,8.759579,0.3412461
DPF3,5.4708176,0.15981507
DPH1,5.906959,0.17958467
DPH2,8.62384,0.47266945
DPH3,7.420295,0.5413729
DPH5,7.4634366,0.4162865
DPM1,9.345098,0.6443701
DPM2,7.607554,0.38384914
DPM3,9.011697,0.5339029
DPP10,5.338916,0.15867755
DPP3,7.632792,0.51622486
DPP4,5.758599,0.3336727
DPP6,5.4849057,0.20172022
DPP7,8.072176,0.57683814
DPP8,7.5026655,0.31883705
DPP9,8.274884,0.54058975
DPPA2,5.422051,0.1407629
DPPA3,5.3270082,0.12909696
DPPA4,5.4165463,0.12641932
DPPA5,5.337964,0.1271754
DPRX,5.3837423,0.13848975
DPRXP4,6.073832,0.37585133
DPT,7.437162,1.0154577
DPY19L1,7.515673,0.49735278
DPY19L2,5.608808,0.28120965
DPY19L2P2,5.745667,0.29913735
DPY19L2P4,6.3104644,0.830783
DPY19L3,5.9043183,0.2744482
DPY19L4,6.2725773,0.5429883
DPY30,10.31351,0.5158648
DPYD,6.324762,0.5001694
DPYS,5.405365,0.2183311
DPYSL2,9.860768,0.7143792
DPYSL3,10.314276,0.8772141
DPYSL4,6.4530444,0.82469726
DPYSL5,5.5615907,0.1520354
DQX1,5.5126796,0.26475745
DR1,6.9665194,0.45737788
DRAIC,6.7758226,1.1313684
DRAM1,7.9171786,0.6233216
DRAM2,7.57321,0.45824587
DRAP1,10.528794,0.45336688
DRC10,5.570331,0.21875866
DRC11,6.2096934,0.5716615
DRD1,5.3089876,0.17317913
DRD2,5.4835644,0.20938927
DRD3,5.217187,0.17162617
DRD4,6.702316,0.65062743
DRD5,5.368953,0.12475698
DRG1,9.115928,0.45099777
DRG2,7.3770385,0.37429717
DRGX,5.4970646,0.13800491
DRP2,5.2356195,0.13248911
DSC1,5.4691534,0.1967514
DSC2,7.4407415,1.0140996
DSC3,5.9798193,0.7249928
DSCAM,6.1830716,0.23158012
DSCAML1,5.3116636,0.15161613
DSCC1,6.063784,0.34938255
DSCR10,5.6192408,0.18300165
DSCR4,5.4771233,0.19604434
DSCR8,5.4116654,0.33269513
DSCR9,5.333765,0.12223321
DSE,8.4670725,0.67119855
DSEL,5.8122993,0.4397463
DSG1,5.5452075,0.4401232
DSG2,6.9878283,0.5857438
DSG3,5.8232403,0.8202377
DSG4,5.8484435,0.19088246
DSN1,6.87432,0.4478356
DSP,8.922474,1.0503994
DSPP,5.3504405,0.1299551
DST,5.7122755,0.45064813
DSTN,10.551973,0.7024562
DSTYK,7.242972,0.8249918
DTD1,7.1475334,0.47399196
DTHD1,5.603771,0.16639751
DTL,6.262436,0.47992527
DTNA,6.8834925,0.8417804
DTNB,6.5632224,0.4977064
DTNBP1,6.825742,0.32037175
DTWD1,7.3752284,0.47585467
DTWD2,8.952373,0.7708453
DTX1,5.6646266,0.26678663
DTX2,8.510674,0.57958895
DTX2P1-UPK3BP1-PMS2P11,6.2502995,0.35307136
DTX3,6.859766,0.48099342
DTX3L,6.2262845,0.38588047
DTX4,5.360738,0.13260254
DTYMK,8.008551,0.574578
DUBR,6.02292,0.3678382
DUOX1,5.715957,0.60513353
DUOX2,5.279756,0.14366283
DUOXA1,5.392685,0.32690212
DUOXA2,5.3804684,0.1271605
DUPD1,5.392872,0.1437441
DUS1L,7.24673,0.47854418
DUS3L,7.1422224,0.35425732
DUS4L,6.927511,0.32687235
DUSP1,10.067935,1.3180982
DUSP10,7.036887,0.57396233
DUSP11,8.622934,0.3861724
DUSP12,8.914639,0.43405938
DUSP13,5.3021564,0.20630908
DUSP14,7.8906775,0.5828955
DUSP15,5.4948654,0.17998128
DUSP16,6.9004526,0.4932088
DUSP18,7.4289966,0.34034416
DUSP19,10.478259,0.6396761
DUSP2,6.068155,0.35474214
DUSP21,5.3119664,0.13115291
