Hugo_Symbol,mean,sd
KLK13,5.3293247,0.41706166
KLK14,5.4462514,0.26856217
KLK15,5.2532187,0.14270161
KLK2,5.4660773,0.17545183
KLK3,5.5669856,0.40002853
KLK4,6.885001,1.0591413
KLK5,6.458312,1.5452458
KLK6,6.135869,1.3180469
KLK7,6.2593226,1.0586005
KLK8,5.4995623,0.43969995
KLK9,5.2037735,0.14678113
KLKB1,5.6499047,0.24123298
KLKP1,5.420553,0.18418548
KLLN,5.297319,0.1259489
KLRB1,6.954201,0.983939
KLRC1,5.4906893,0.24192442
KLRC2,5.5746837,0.38621283
KLRC3,5.5300984,0.39250293
KLRD1,6.0490065,0.49753267
KLRF1,5.63234,0.3369408
KLRG1,6.428762,0.55497676
KLRG2,6.149704,0.48281595
KLRK1,5.495256,0.1491468
KMO,6.02855,0.6486547
KNCN,5.528389,0.16349432
KNDC1,5.577804,0.32476673
KNG1,5.342263,0.13183285
KNTC1,7.775568,0.60145545
KPNA1,7.610611,0.381751
KPNA2,7.392455,0.7462006
KPNA3,7.241659,0.4572256
KPNA4,8.947615,0.43339434
KPNA5,5.8253736,0.28009236
KPNA6,9.160684,0.39630607
KPNA7,5.3891487,0.1487022
KPNB1,10.724461,0.38535142
KPRP,5.3507276,0.12914436
KPTN,5.5356264,0.20372006
KRAS,7.6225486,0.4084543
KRBA1,6.109968,0.26606992
KRBA2,5.56652,0.21853113
KRCC1,7.0528955,0.5448255
KREMEN1,5.528715,0.19282068
KREMEN2,6.181404,0.8338301
KRI1,6.7404017,0.3374124
KRIT1,7.17325,0.35777324
KRR1,6.2179074,0.333945
KRT1,5.354584,0.24526598
KRT10,9.062259,0.5777262
KRT12,5.3620973,0.18198092
KRT13,5.471217,0.5329082
KRT14,6.9098005,1.4605728
KRT15,7.820797,1.8105999
KRT16,6.012758,0.8040124
KRT17,7.9932585,1.7362906
KRT17P5,5.3731637,0.15837803
KRT18,11.668671,1.1361433
KRT18P55,9.981227,1.1271721
KRT19,12.438232,1.2846004
KRT2,5.3107533,0.14933562
KRT20,5.411362,0.35245523
KRT222,5.7439036,0.44225287
KRT23,7.1902385,0.97495246
KRT24,5.6129785,0.38734818
KRT25,5.307373,0.13037403
KRT26,5.330787,0.1736593
KRT27,5.3554807,0.17333235
KRT28,5.2420435,0.1335372
KRT3,5.536658,0.17640321
KRT32,5.4098763,0.19991386
KRT33A,5.42393,0.23192844
KRT33B,5.31825,0.1380232
KRT34,5.349137,0.13637178
KRT36,5.432306,0.13996445
KRT37,5.5069213,0.2398413
KRT38,5.241866,0.18680084
KRT39,5.2600136,0.13904068
KRT4,5.4110794,0.35877055
KRT40,5.1324787,0.15470406
KRT5,6.445303,1.2612798
KRT6A,6.0842404,1.4084141
KRT6B,7.490387,1.9105936
KRT6C,5.5963936,0.41823748
KRT7,9.381655,1.4847969
KRT71,5.389738,0.12271285
KRT72,5.588943,0.25398648
KRT73,5.354956,0.1646525
KRT74,5.263965,0.16429532
KRT75,5.407874,0.23908487
KRT76,5.405373,0.12722407
KRT77,5.3882165,0.16608447
KRT78,5.340331,0.14355226
KRT79,5.46289,0.32895562
KRT8,10.265846,1.0571604
KRT80,7.151883,0.96872795
KRT81,6.9627566,1.8755658
KRT82,5.306378,0.13464324
KRT83,5.604358,0.1758466
KRT84,5.471223,0.14179143
KRT85,5.4113865,0.16980737
KRT86,6.738112,1.1746883
KRT8P41,5.380902,0.11631146
KRT9,5.929729,0.32387698
KRTAP1-1,5.3050475,0.125481
KRTAP1-3,5.4787345,0.1338589
KRTAP1-5,5.4196,0.1350748
KRTAP10-1,5.2990947,0.13852459
KRTAP10-10,5.552867,0.14449827
KRTAP10-11,5.559118,0.18058702
KRTAP10-12,5.300753,0.12526067
KRTAP10-2,5.554048,0.15670238
KRTAP10-3,5.3329954,0.14972478
KRTAP10-4,5.4007087,0.14548497
KRTAP10-5,5.506248,0.22435641
KRTAP10-7,5.2779775,0.12452132
KRTAP10-8,5.421651,0.14329392
KRTAP10-9,5.6035533,0.15730362
KRTAP11-1,5.3531356,0.12610513
KRTAP12-1,5.524476,0.13652247
KRTAP12-2,5.4375362,0.12162254
KRTAP12-3,5.3586125,0.13626103
KRTAP12-4,5.507918,0.14065464
KRTAP13-1,5.420253,0.1324033
KRTAP13-2,5.3378296,0.14307891
KRTAP13-3,5.4167247,0.123607546
KRTAP13-4,5.432196,0.14012638
KRTAP15-1,5.3057957,0.13710721
KRTAP17-1,5.3883386,0.17475715
KRTAP19-1,5.299742,0.14627445
KRTAP19-2,5.2637935,0.12494626
KRTAP19-3,5.2804236,0.1427811
KRTAP19-4,5.370643,0.13803117
KRTAP19-5,5.438842,0.21004297
KRTAP19-6,5.9417396,0.1724169
KRTAP19-7,5.480346,0.16603352
KRTAP2-1,5.2934217,0.13688998
KRTAP2-2,5.287324,0.18212502
KRTAP20-1,5.3007197,0.13510919
KRTAP20-2,5.5130134,0.14500289
KRTAP20-4,5.2937794,0.13133377
KRTAP21-1,5.55555,0.22906873
KRTAP21-2,5.4714656,0.24829014
KRTAP22-1,5.3150125,0.1386913
KRTAP23-1,5.4056177,0.11672297
KRTAP24-1,5.427469,0.124042265
KRTAP25-1,5.3714304,0.12664352
KRTAP26-1,5.368819,0.14355403
KRTAP27-1,5.392945,0.15179057
KRTAP3-1,5.507339,0.1651308
KRTAP3-2,5.477997,0.17017208
KRTAP3-3,5.259326,0.1440196
KRTAP4-1,5.333394,0.21077462
KRTAP4-11,5.303113,0.14442079
KRTAP4-12,5.4267054,0.1513878
KRTAP4-2,5.2746773,0.12901735
KRTAP4-3,5.3287807,0.123225056
KRTAP4-4,5.3142953,0.13950364
KRTAP4-5,5.283278,0.12640665
KRTAP4-7,5.402489,0.17712861
KRTAP4-8,5.5397153,0.18246162
KRTAP5-1,5.271421,0.151128
KRTAP5-10,5.3281174,0.14047366
KRTAP5-11,5.4191146,0.14123397
KRTAP5-2,5.3723063,0.18047115
KRTAP5-3,5.2876697,0.15295164
KRTAP5-4,5.3067446,0.13140382
KRTAP5-5,5.2798314,0.14622815
KRTAP5-6,5.237814,0.12481564
KRTAP5-7,5.384853,0.12528408
KRTAP5-8,5.30743,0.12720035
KRTAP5-9,5.4156523,0.15482835
KRTAP6-1,5.247176,0.12112233
KRTAP6-2,5.3899975,0.1262272
KRTAP6-3,5.3732166,0.22897863
KRTAP7-1,5.482174,0.113516755
KRTAP8-1,5.350359,0.119629286
KRTAP9-2,5.4527206,0.13179675
KRTAP9-4,5.3732104,0.1320965
KRTAP9-8,5.389339,0.13011976
KRTAP9-9,5.361682,0.12755923
KRTCAP2,11.919763,0.48191863
KRTCAP3,6.876667,0.6073024
KRTDAP,5.7514234,0.4524377
KSR1,5.5647306,0.17990606
KSR2,5.470598,0.17216347
KTI12,6.788935,0.30795056
KTN1,8.609687,0.730926
KY,6.1327724,0.2597718
KYNU,7.811413,1.283098
L1CAM,5.6057863,0.28360462
L1TD1,5.609092,0.24201672
L2HGDH,7.390771,0.47871923
L3MBTL,5.2936816,0.13807946
L3MBTL2,8.147826,0.38775063
L3MBTL3,6.465216,0.3732323
L3MBTL4,5.361243,0.15514316
LACRT,5.3375006,0.28925306
LACTB,7.858035,0.56858826
LACTB2,7.318704,0.60381246
LAD1,9.138217,1.4291292
LAG3,6.6534877,0.79605186
LAGE3,10.062032,0.7066815
LAIR1,6.0802784,0.40796846
LAIR2,6.2487597,0.4634716
LALBA,5.48241,0.7592816
LAMA1,5.89954,0.4843047
LAMA2,6.592867,0.71430206
LAMA3,6.741239,0.95969045
LAMA4,7.7269144,0.597496
LAMA5,10.707226,0.7394031
LAMB1,6.4866247,0.6175547
LAMB2,8.856061,0.74495864
LAMB3,6.826465,0.86078537
LAMB4,5.4179497,0.13683233
LAMC1,9.915874,0.640922
LAMC2,6.8441863,0.9660955
LAMC3,5.81327,0.51677746
LAMP1,11.40257,0.44121414
LAMP2,8.93867,0.7666979
LAMP3,6.756802,1.0638921
LANCL1,8.658629,0.49070713
LANCL2,7.1098733,0.5013869
LANCL3,5.288571,0.13072887
LAP3,9.331975,0.6447689
LAPTM4A,7.5270348,0.37915716
LAPTM4B,10.239705,1.1151328
LAPTM5,8.843805,0.77380896
LARP1,8.188582,0.37590224
LARP1B,7.34711,0.46164984
LARP4,7.331426,0.65666777
LARP4B,8.551856,0.44322827
LARP6,6.826689,0.74484456
LARP7,7.640749,0.42704824
LARS2,6.8076797,0.30697992
LAS1L,7.745645,0.384761
LASP1,11.881056,0.6825904
LASS1,5.4161186,0.16290025
LAT,6.7224355,0.59530383
LAT2,6.9781866,0.53379864
LATS1,5.343949,0.14648099
LATS2,6.158573,0.33719894
LAX1,6.164487,0.6599142
LAYN,6.5876856,0.47875443
LBH,7.899766,0.6357098
LBP,6.0918407,1.252746
LBR,6.580822,0.5091459
LBX1,5.2699323,0.1543381
LBX2,5.639189,0.24578996
LCA5,5.615186,0.17757076
LCA5L,5.6670876,0.18284744
LCAT,5.7248435,0.24305804
LCE1A,5.354267,0.13244763
LCE1B,5.5027103,0.14516342
LCE1D,5.394916,0.12978448
LCE1E,5.4189534,0.16149473
LCE1F,5.384478,0.14806727
LCE2A,5.3177133,0.1445601
LCE2B,5.329628,0.1266485
LCE2C,5.305696,0.15040362
LCE2D,5.3202424,0.13467672
LCE3A,5.3584237,0.1749204
LCE3B,5.2948537,0.13653067
LCE3C,5.313607,0.12141234
LCE3D,5.3226175,0.14617497
LCE3E,5.4034266,0.13165894
LCE4A,5.4257917,0.11936248
LCE5A,5.4191537,0.13853352
LCE6A,5.3919134,0.123048514
LCK,5.769245,0.29859746
LCLAT1,7.6714497,0.5006061
LCMT1,7.92634,0.49391466
LCMT2,7.4927807,0.4851026
LCN1,5.4960537,0.17462821
LCN10,5.336046,0.14997351
LCN12,5.985727,0.60436386
LCN15,5.289094,0.30128032
LCN2,7.1045995,1.7310369
LCN6,5.392519,0.19261354
LCN8,5.273388,0.13582645
LCN9,5.371764,0.11718415
LCNL1,5.518332,0.21712223
LCOR,7.544475,0.72958326
LCORL,5.1697397,0.14230286
LCP1,10.350952,0.8881449
LCP2,5.767448,0.22815022
LCT,5.507881,0.4966751
LCTL,6.1052666,0.25363922
LDB1,5.5698547,0.18209188
LDB2,7.8910956,0.6705763
LDB3,5.505566,0.14561681
LDHA,12.31122,0.5531576
LDHAL6A,5.496595,0.14355642
LDHAL6B,5.2781935,0.14703192
LDHB,8.873953,1.1491402
LDHC,5.8219953,0.46042648
LDHD,5.896144,0.5376232
LDLR,8.800279,0.74986714
LDLRAD1,5.5258803,0.23420256
LDLRAD2,5.4638133,0.13705161
LDLRAD3,6.4978065,0.6383753
LDLRAP1,6.5484524,0.3862592
LDOC1,8.807221,0.7931701
LEAP2,5.993411,0.32792586
LECT2,5.3194547,0.1411666
LEF1,7.5138726,0.7970306
LEFTY1,5.469804,0.3108717
LEFTY2,5.635469,0.57083887
LEKR1,5.569728,0.15582725
LELP1,5.390974,0.13221587
LEMD1,5.5587964,0.6767455
LEMD2,7.970992,0.33952352
LEMD3,8.365048,0.59494525
LENEP,5.3289175,0.13280019
LENG1,5.949704,0.19809006
LENG8,5.9756103,0.2776382
LENG9,5.394986,0.12579685
LEO1,7.89012,0.5301114
LEP,7.471566,0.7116088
LEPR,6.372842,0.8066989
LEPROT,10.189312,0.5116186
LEPROTL1,8.266724,0.4640079
LETM1,8.221167,0.6218893
LETM2,5.5227866,0.20124212
LETMD1,6.390157,0.42618117
LEUTX,5.3478017,0.13141127
LFNG,9.319077,1.0161519
LGALS1,12.678129,0.66722405
LGALS12,5.8618045,0.45840198
LGALS13,5.4669037,0.16725698
LGALS14,5.627353,0.20076756
LGALS2,5.8682013,0.4075665
LGALS3,7.80534,0.9002004
LGALS3BP,9.4730625,0.88298064
LGALS4,5.505405,0.16891603
LGALS7,6.1166987,0.9418225
LGALS8,7.748117,0.70915395
LGALS9,7.2202477,0.67822236
LGALS9B,5.812764,0.2478213
LGALS9C,5.9800887,0.39295265
LGI1,5.3852444,0.1699301
LGI2,5.8950324,0.33109525
LGI3,5.2820964,0.15291327
LGI4,5.5818057,0.23580974
LGMN,8.633389,0.77684224
LGR4,5.586227,0.31443158
LGR5,5.470478,0.25952378
LGR6,5.864834,0.5576815
LGSN,5.4744124,0.17262898
LHB,5.373362,0.13121524
LHCGR,5.350528,0.13570197
LHFPL1,5.681794,0.29465586
LHFPL2,8.160277,0.6124756
LHFPL3,5.758466,0.16531388
LHFPL4,5.4343514,0.27880427
LHFPL5,5.499217,0.33157387
LHPP,8.156486,0.5353576
LHX1,5.5371714,0.21406618
LHX2,5.8149066,0.6202835
LHX3,5.2631783,0.17730282
LHX4,5.557659,0.1740692
LHX5,5.479536,0.13599509
LHX6,6.567218,0.6126822
LHX8,5.314552,0.2597683
LHX9,5.3653636,0.13062507
LIAS,6.5815825,0.36293837
LIF,5.513005,0.26685065
LIFR,5.6325936,0.33490038
LIG1,7.002525,0.43485132
LIG3,7.2056355,0.45486948
LIG4,5.3402953,0.14305225
LILRA1,5.3601804,0.12620237
LILRA2,5.7593436,0.35134625
LILRA3,5.53063,0.31391528
LILRA4,5.629929,0.22571193
LILRA5,6.4027553,0.6248149
LILRA6,5.3084607,0.13426538
LILRB1,11.73264,0.64017934
LILRB2,6.528164,0.53967905
LILRB3,6.832629,0.67925084
LILRB4,6.751048,0.68886644
LILRB5,6.272354,0.6945105
LILRP2,5.41958,0.11880031
LIM2,5.232097,0.1437443
LIMA1,8.202595,0.5899055
LIMCH1,8.276458,0.9135886
LIMD1,5.3309937,0.13715829
LIMD2,5.404674,0.12651402
LIME1,8.122801,0.75536954
LIMK1,6.0515275,0.32057142
LIMK2,6.383808,0.43763342
LIMS1,8.590887,0.53719825
LIMS2,6.3009596,0.39861265
LIMS3,5.5648613,0.19676515
LIMS3-LOC440895,5.366655,0.13913608
LIN28A,5.3633165,0.4327192
LIN28B,5.459289,0.33065945
LIN37,6.1940546,0.26568186
LIN52,6.1676493,0.34636936
LIN54,6.8403063,0.29234877
LIN7A,5.739571,0.50592893
LIN7B,6.684055,0.40683568
LIN7C,5.6252303,0.34552333
LIN9,6.361665,0.46820554
LINC00205,5.687959,0.19652098
LINC00265,6.157829,0.2964979
LINC00326,5.3367615,0.12813261
LINC00410,5.484492,0.12430356
LINC00442,5.4684434,0.13877457
LINC00452,5.40529,0.09665881
LINC00486,5.393961,0.1562489
LINC00552,5.3221426,0.12707165
LINC00598,5.4002995,0.12791903
LINC00602,5.202206,0.13329817
LINC00606,5.3618555,0.1368951
LINC00628,5.42344,0.1537032
LINC00632,5.6251087,0.13637385
LINC00634,5.3129897,0.13075756
LINC00643,5.480038,0.13764675
LINC00654,5.5328207,0.13453342
LINC00661,5.580182,0.13341312
LINC00662,5.444729,0.13303384
LINC00671,5.367004,0.13506934
LINC00691,5.5485635,0.17014608
LINC00705,5.6433067,0.17293873
LINC00710,5.4678445,0.120790765
LINC00839,5.3824463,0.15307531
LINC00879,5.519476,0.18525417
LINC00894,5.7799277,0.3085207
LINC00917,5.331913,0.121723056
LINC00922,5.4751277,0.17013557
LINC00923,5.4596786,0.14454211
LINC00924,5.716364,0.17595868
LINC00937,5.561335,0.13705736
LINC00938,8.640416,0.53924096
LINC00965,6.4450426,0.26713786
LINC00999,6.004432,0.25583193
LINC01001,6.5389442,0.3586148
LINC01003,5.6199994,0.14349979
LINC01011,6.1185756,0.246558
LINC01089,6.1709404,0.3615778
LINC01091,5.724066,0.3056046
LINC01096,5.6396627,0.18828467
LINC01101,5.3897514,0.12901911
LINC01106,5.329011,0.13436596
LINC01119,5.701892,0.19850484
LINC01124,5.790392,0.49895367
LINC01126,5.3174586,0.1316302
LINC01128,5.697498,0.1459639
LINC01140,5.4458756,0.13453664
LINC01142,5.483142,0.23193276
LINC01144,5.440962,0.11898422
LINC01226,5.2566137,0.15132867
LINC01257,5.3261538,0.13002999
LINC01278,7.4901304,0.39555433
LINC01341,6.223107,0.54118526
LINC01366,5.3760576,0.13202664
LINC01566,5.5437446,0.13558005
LINC01591,5.2889943,0.14122234
LINC01622,5.350248,0.14127538
LINC01734,5.5331287,0.13957159
LINC01973,5.37258,0.14611976
LINC02249,5.540707,0.16327986
LINC02347,5.3611817,0.13712296
LINC02433,5.2460303,0.17908666
LINC02591,6.1004877,0.558175
LINC02593,5.449118,0.15817513
LINC02610,5.4463625,0.1494157
LINC02731,5.629611,0.3419144
LINC02817,5.4047422,0.12679027
LINC02910,5.467704,0.13990259
LINC02995,5.256675,0.13282707
LINC03025,5.4207673,0.14066702
LINGO1,6.6261506,0.85894585
LINGO2,5.4234095,0.22782502
LINGO4,5.8719444,0.40769753
LINS1,6.3340187,0.3004041
LIPA,9.819652,0.7458945
LIPC,5.3369355,0.15944663
LIPE,5.7964916,0.41259044
LIPF,5.581565,0.36568874
LIPG,5.8159,0.5289701
LIPH,5.4833083,0.1877027
LIPI,5.3046412,0.18869726
LIPJ,5.4842753,0.1423657
LIPK,5.488967,0.16727144
LIPM,5.2926764,0.15360327
LIPN,5.4114475,0.12646209
LIPT1,6.914291,0.38664982
LIPT2,6.0544534,0.27427942
LITAF,10.70211,0.6933358
LIX1,5.4656215,0.15940323
LIX1L,6.4843874,0.41125932
LLGL1,8.14648,0.4796138
LLGL2,6.1319757,0.42597896
LLPH,6.7589507,0.4931469
LMAN1,5.958432,0.2983676
LMAN1L,5.5731316,0.18166505
LMAN2,6.3218307,0.33870992
LMAN2L,8.310899,0.41632977
LMBR1,7.8035355,0.5360402
LMBR1L,5.5895553,0.16001004
LMBRD1,8.721725,0.6230913
LMBRD2,5.9000196,0.26436222
LMCD1,9.042238,0.75810856
LMF1,6.0785546,0.3384925
LMF2,8.552021,0.45918286
LMLN,5.8834176,0.2776557
LMNA,9.726677,0.5568845
LMNB1,5.8752236,0.32820687
LMNB2,8.847076,0.6031419
LMO1,5.402118,0.3304136
LMO2,7.3492403,0.5606752
LMO3,6.3348227,1.0246977
LMO4,10.131422,0.9802373
LMO7,5.579915,0.20934469
LMOD1,5.9802017,0.35047194
LMOD2,5.5184464,0.13269427
LMOD3,8.271544,0.65616226
LMTK2,5.6682234,0.1995921
LMTK3,8.777365,1.2162303
LMX1A,5.3079243,0.20885275
LMX1B,5.4836936,0.16922387
LNP1,5.6181526,0.19562194
LNPEP,6.562354,0.35110164
LNX1,5.7567782,0.27566335
LNX2,6.7345037,0.38617694
LOC100130264,5.332846,0.11129244
LOC100130691,5.596894,0.2054869
LOC100132287,6.40096,0.33997962
LOC100133920,5.537831,0.14433128
LOC100134368,5.264718,0.1429975
LOC100240735,5.9973497,0.32169774
LOC100287704,5.4678717,0.14391375
LOC143188,5.462396,0.15408574
LOC144438,8.327609,0.33189878
LOC145845,5.4004965,0.12919551
LOC148709,5.5771365,0.21019004
LOC151162,6.631393,0.4199935
LOC154449,5.388692,0.13017416
LOC284009,5.2411423,0.13101296
LOC284379,5.6011767,0.35582227
LOC284788,5.354932,0.15671156
LOC284798,5.469755,0.13112895
LOC285074,7.9694796,0.4251745
LOC286238,5.408368,0.12250609
LOC344967,5.2852187,0.13420235
LOC374443,5.8659406,0.24392623
LOC388242,5.358204,0.15516779
LOC392196,5.200108,0.14278951
LOC399815,5.5096674,0.1215451
LOC400940,5.41438,0.14005537
LOC401052,6.825851,0.4229023
LOC407835,8.263694,0.37660882
LOC441601,5.278072,0.17554504
LOC441666,5.3195987,0.13642772
LOC606724,5.362423,0.14917104
LOC642929,5.5225444,0.13214448
LOC646471,5.391694,0.121814474
LOC646999,5.4054255,0.12673894
LOC650293,5.867818,0.31931219
LOC729603,12.9691,0.6098273
LOC729609,6.6010957,0.5038711
LONP1,8.952854,0.475784
LONP2,6.831227,0.5944389
LONRF1,6.7549896,0.39443934
LONRF2,6.2166243,0.68517375
LONRF3,5.5882444,0.23913363
LOR,5.385452,0.26377332
LOX,6.966985,0.78659
LOXHD1,5.5137744,0.18597019
LOXL1,6.687514,0.53373003
LOXL2,5.301578,0.123579346
LOXL3,6.336782,0.34665564
LOXL4,6.5412827,0.88216513
LPA,5.418136,0.14761049
LPAL2,5.3192744,0.13808289
LPAR1,7.9662485,0.7185417
LPAR2,7.57195,0.4942388
LPAR3,5.4642353,0.29195428
LPAR4,5.98446,0.29493612
LPAR5,7.1295805,0.5477437
LPAR6,8.238214,0.578872
LPCAT1,7.3625407,0.6361618
LPCAT2,6.075792,0.41121465
LPCAT3,8.008984,0.50533867
LPCAT4,6.003133,0.26230857
LPGAT1,6.29728,0.29831693
LPHN1,5.4317074,0.14815317
LPIN1,8.6726265,0.7612932
LPIN2,6.963315,0.36523473
LPIN3,5.4756384,0.14982066
LPL,6.741585,0.9359725
LPO,5.3621883,0.15008052
LPP,10.579132,0.5730607
LPXN,8.949663,0.75761676
LRAT,5.3975616,0.17416045
LRBA,9.280035,0.63368154
LRCH1,5.3987284,0.13880795
LRCH2,5.874141,0.25368917
LRCH3,5.7544904,0.33535308
LRCH4,6.988649,0.44646475
LRDD,5.2557926,0.14543824
LRFN2,5.687219,0.4337132
LRFN3,8.085466,0.43071884
LRFN4,6.7390685,0.63639593
LRFN5,5.728405,0.36265233
LRG1,7.1314855,1.1753774
LRGUK,5.521845,0.18109995
LRIG1,9.46999,0.8796161
LRIG2,6.1345177,0.22829153
LRIG3,5.9876885,0.41339505
LRIT1,5.340109,0.14347228
LRIT2,5.273244,0.13399598
LRIT3,5.310004,0.14193387
LRMP,6.302221,0.6079354
LRP1,6.2156367,0.38904455
LRP10,9.054238,0.48024765
LRP11,7.428472,0.5471245
LRP12,5.471882,0.17226252
LRP1B,5.630314,0.6036584
LRP2,6.449417,1.1341618
LRP2BP,5.613947,0.1900844
LRP3,9.201041,0.53816897
LRP4,5.5884166,0.3361826
LRP5,8.083071,0.72033477
LRP5L,7.458705,0.57464856
LRP6,5.69271,0.1684961
LRP8,6.317297,0.725331
LRPAP1,7.8168902,0.40607396
LRPPRC,8.118948,0.43616477
LRRC1,8.497205,0.5811747
LRRC10,5.271641,0.13488075
LRRC10B,5.459925,0.14398195
LRRC14,7.1852784,0.48333985
LRRC14B,5.3436728,0.15025665
LRRC15,7.2354693,0.7453688
LRRC17,7.6892967,1.1523563
LRRC18,5.3601265,0.14773043
LRRC19,5.437928,0.15139751
LRRC2,10.730474,0.70902735
LRRC20,7.4276314,0.57767624
LRRC23,5.907194,0.40246204
LRRC24,5.3875675,0.17441875
LRRC25,5.9364786,0.34909022
LRRC26,9.76913,1.5974065
LRRC27,5.3459115,0.1343478
LRRC28,7.215083,0.4887248
LRRC29,6.4039526,0.35793045
LRRC3,5.709309,0.23710956
LRRC30,5.4537477,0.124430716
LRRC31,6.3365693,0.9050478
LRRC32,8.207994,0.7435213
LRRC34,5.2622685,0.1750189
LRRC36,5.3685007,0.15922439
LRRC37A2,5.7621617,0.19939625
LRRC37A3,5.2864575,0.16152547
LRRC37A6P,5.3449655,0.13084495
LRRC37B,7.5600624,0.39620352
LRRC39,5.3519464,0.13811718
LRRC3B,5.364881,0.18713571
LRRC4,5.298645,0.15460873
LRRC40,6.1615934,0.37447774
LRRC41,7.3417873,0.37541905
LRRC42,8.323592,0.4966158
LRRC43,5.469777,0.17505781
LRRC45,6.7910557,0.5045168
LRRC46,5.848193,0.33755964
LRRC47,8.041541,0.3401428
LRRC49,6.5156746,0.46387327
LRRC4B,5.3151474,0.15160066
LRRC4C,6.318136,0.73566204
LRRC52,5.2736926,0.14207071
LRRC55,5.3558536,0.12986527
LRRC56,6.718461,0.67341924
LRRC57,6.519398,0.30807245
LRRC58,6.9429,0.5310554
LRRC59,5.6232243,0.24965249
LRRC6,6.6825438,0.74236923
LRRC61,5.8292384,0.26513928
LRRC66,5.3249807,0.18725283
LRRC69,5.3571,0.1324147
LRRC7,5.231691,0.1435262
LRRC74B,5.3287263,0.15055533
LRRC8A,7.1762576,0.36048338
LRRC8B,8.062372,0.5065068
LRRC8C,5.8632674,0.3409396
LRRC8D,6.7315726,0.42208555
LRRC8E,6.6030903,0.41897652
LRRCC1,7.9573927,0.689401
LRRD1,5.260776,0.13562049
LRRFIP1,9.787211,0.67161936
LRRFIP2,7.6144056,0.62434113
LRRIQ1,5.369762,0.21813639
LRRIQ3,5.395278,0.10060093
LRRIQ4,5.3506284,0.18709338
LRRK1,5.888351,0.2997169
LRRK2,5.5920405,0.2617689
LRRN1,6.25572,0.7445615
LRRN2,7.969247,1.058763
LRRN3,6.0135527,0.60463303
LRRN4,5.54612,0.24015693
LRRN4CL,5.4700856,0.2519644
LRRTM1,5.42562,0.1637578
LRRTM2,5.446741,0.13044082
LRRTM3,5.4740257,0.13439643
LRRTM4,5.799884,0.15526365
LRSAM1,8.019348,0.4595457
LRTM1,5.493926,0.16805537
LRTM2,5.510045,0.15818076
LRTOMT,6.8969746,0.5665019
LRWD1,7.3737345,0.41853973
LSAMP,5.920793,0.32133117
LSG1,7.3120637,0.36009753
LSM1,10.809383,0.690749
LSM10,7.923799,0.34414074
LSM11,5.6379886,0.25608873
LSM12,6.7121162,0.46771845
LSM14A,9.719038,0.41060838
LSM14B,5.826343,0.25950795
LSM2,10.467506,0.40054515
LSM3,9.944247,0.65726894
LSM4,9.799123,0.52065325
LSM5,10.177565,0.53837484
LSM6,5.7008686,0.35127768
LSM7,10.057314,0.39211494
LSM8,6.8479867,0.38079333
LSP1,6.3747606,0.3969676
LSR,7.0652075,0.5232396
LSS,8.065268,0.57739794
LST1,7.3028116,0.6964335
LTA,6.2196984,0.62170935
LTA4H,10.009393,0.42236266
LTB,8.041366,1.3420168
LTB4R,5.995945,0.4249417
LTB4R2,5.4317713,0.13645822
LTBP1,5.4467483,0.20968273
LTBP3,8.5712,0.49930856
LTBP4,6.972678,0.5073097
LTBR,7.305689,0.5292205
LTC4S,6.427334,0.54926497
LTF,7.5426645,1.9585522
LTK,5.45228,0.19853719
LTV1,7.9439073,0.4053423
LUC7L,7.907062,0.44313928
LUC7L2,6.02875,0.21409108
LUC7L3,7.8881297,0.8388778
LUM,11.319178,1.2999245
LUZP1,8.34188,0.3940817
LUZP2,5.5306387,0.17284574
LUZP4,5.257713,0.12864166
LXN,8.342613,0.7438871
LY6D,5.4354043,0.46208614
LY6E,10.528605,1.0026511
LY6G5B,5.461798,0.14255759
LY6G5C,5.9007664,0.29337278
LY6G6C,5.609894,0.24606502
LY6G6D,5.334165,0.16570394
LY6G6E,5.3909926,0.12811542
LY6G6F,5.412404,0.12754266
LY6H,6.244678,0.48130333
LY6K,5.4583216,0.24452555
LY75,5.670023,0.2495608
LY86,8.097984,0.6830354
LY86-AS1,5.2664275,0.13008574
LY9,5.722596,0.47161868
LY96,9.090551,0.74921775
LYAR,7.8541985,0.4656442
LYG1,6.050649,0.35190874
LYG2,5.3534727,0.15846471
LYL1,8.328396,0.6372986
LYN,8.837783,0.77865785
LYNX1,5.422151,0.38598132
LYPD1,5.5761023,0.28788576
LYPD2,5.527134,0.20076798
LYPD3,7.15851,0.78264385
LYPD4,5.376462,0.18705201
LYPD5,5.8842134,0.42695776
LYPD6,6.774316,1.0220555
LYPD6B,7.0566735,1.0787863
LYPLA1,7.027637,0.70414853
LYPLA2,6.4173803,0.38164276
LYPLAL1,7.7867365,0.57971704
LYRM1,9.254494,0.4868988
LYRM2,8.2817955,0.4784623
LYRM4,6.7978234,0.35064235
LYRM7,5.9242644,0.28100327
LYSMD1,6.211217,0.3431967
LYSMD2,8.08547,0.7234553
LYSMD3,5.5662637,0.24788775
LYSMD4,7.2144637,0.4769913
LYST,6.5005436,0.41827846
LYVE1,6.0394354,0.716308
LYZ,8.791263,1.603145
LYZL1,5.549447,0.1610119
LYZL2,5.485139,0.21209508
LYZL4,5.3840394,0.12454723
LYZL6,5.485736,0.17219853
LZIC,6.611671,0.3058451
